usage_kwh,is_scheduled_occupied,is_scheduled_workday,max_temp_f,max_temp_c,humidity
5.953125,True,NonWork,37.0,3.0,43.0
12.109375,True,NonWork,35.0,2.0,46.0
6.765625,True,NonWork,35.0,2.0,46.0
12.578125,True,NonWork,35.0,2.0,46.0
6.703125,True,NonWork,35.0,2.0,46.0
12.625,True,NonWork,33.0,0.0,53.0
6.609375,True,NonWork,33.0,0.0,53.0
12.28125,True,NonWork,33.0,0.0,53.0
6.421875,True,NonWork,33.0,0.0,53.0
7.609375,False,NonWork,31.0,-1.0,56.0
3.09375,False,NonWork,31.0,-1.0,56.0
5.734375,False,NonWork,31.0,-1.0,56.0
2.796875,False,NonWork,31.0,-1.0,56.0
5.6875,False,NonWork,29.0,-1.0,61.0
2.9375,False,NonWork,29.0,-1.0,61.0
5.625,False,NonWork,29.0,-1.0,61.0
2.984375,False,NonWork,29.0,-1.0,61.0
5.4375,False,NonWork,28.0,-2.0,61.0
3.09375,False,NonWork,28.0,-2.0,61.0
5.921875,False,NonWork,28.0,-2.0,61.0
2.96875,False,NonWork,28.0,-2.0,61.0
5.953125,False,NonWork,28.0,-2.0,70.0
3.09375,False,NonWork,28.0,-2.0,70.0
6.25,False,NonWork,28.0,-2.0,70.0
3.171875,False,NonWork,28.0,-2.0,70.0
5.90625,False,NonWork,27.0,-3.0,70.0
3.15625,False,NonWork,27.0,-3.0,70.0
6.03125,False,NonWork,27.0,-3.0,70.0
3.09375,False,NonWork,27.0,-3.0,70.0
6.09375,False,Working,27.0,-3.0,75.0
3.234375,False,Working,27.0,-3.0,75.0
5.78125,False,Working,27.0,-3.0,75.0
3.171875,False,Working,27.0,-3.0,75.0
5.96875,False,Working,26.0,-4.0,75.0
3.109375,False,Working,26.0,-4.0,75.0
5.90625,False,Working,26.0,-4.0,75.0
3.296875,False,Working,26.0,-4.0,75.0
5.921875,False,Working,25.0,-4.0,75.0
3.28125,False,Working,25.0,-4.0,75.0
6.109375,False,Working,25.0,-4.0,75.0
3.359375,False,Working,25.0,-4.0,75.0
6.65625,False,Working,24.0,-4.0,70.0
3.4375,False,Working,24.0,-4.0,70.0
6.703125,False,Working,24.0,-4.0,70.0
3.625,False,Working,24.0,-4.0,70.0
6.71875,False,Working,23.0,-5.0,75.0
3.671875,False,Working,23.0,-5.0,75.0
6.640625,False,Working,23.0,-5.0,75.0
3.421875,False,Working,23.0,-5.0,75.0
6.359375,False,Working,23.0,-5.0,75.0
3.703125,False,Working,23.0,-5.0,75.0
6.3125,False,Working,23.0,-5.0,75.0
3.640625,False,Working,23.0,-5.0,75.0
10.890625,False,Working,22.0,-5.0,70.0
6.453125,False,Working,22.0,-5.0,70.0
12.9375,False,Working,22.0,-5.0,70.0
6.84375,False,Working,22.0,-5.0,70.0
11.390625,False,Working,22.0,-6.0,75.0
5.96875,False,Working,22.0,-6.0,75.0
11.578125,False,Working,22.0,-6.0,75.0
5.6875,False,Working,22.0,-6.0,75.0
10.96875,False,Working,24.0,-4.0,70.0
6.125,False,Working,24.0,-4.0,70.0
11.359375,False,Working,24.0,-4.0,70.0
5.65625,False,Working,24.0,-4.0,70.0
11.703125,True,Working,28.0,-2.0,65.0
5.640625,True,Working,28.0,-2.0,65.0
11.390625,True,Working,28.0,-2.0,65.0
6.25,True,Working,28.0,-2.0,65.0
11.390625,True,Working,31.0,0.0,65.0
5.28125,True,Working,31.0,0.0,65.0
10.296875,True,Working,31.0,0.0,65.0
5.390625,True,Working,31.0,0.0,65.0
10.46875,True,Working,34.0,1.0,61.0
5.875,True,Working,34.0,1.0,61.0
10.734375,True,Working,34.0,1.0,61.0
5.375,True,Working,34.0,1.0,61.0
10.421875,True,Working,36.0,2.0,53.0
5.203125,True,Working,36.0,2.0,53.0
10.234375,True,Working,36.0,2.0,53.0
5.203125,True,Working,36.0,2.0,53.0
10.59375,True,Working,38.0,3.0,49.0
5.21875,True,Working,38.0,3.0,49.0
10.6875,True,Working,38.0,3.0,49.0
5.453125,True,Working,38.0,3.0,49.0
10.65625,True,Working,38.0,3.0,49.0
5.609375,True,Working,38.0,3.0,49.0
11.046875,True,Working,38.0,3.0,49.0
5.765625,True,Working,38.0,3.0,49.0
11.34375,True,Working,38.0,4.0,61.0
5.59375,True,Working,38.0,4.0,61.0
11.0,True,Working,38.0,4.0,61.0
5.59375,True,Working,38.0,4.0,61.0
11.328125,True,Working,38.0,3.0,60.0
6.171875,True,Working,38.0,3.0,60.0
11.640625,True,Working,38.0,3.0,60.0
5.984375,True,Working,38.0,3.0,60.0
12.171875,True,Working,36.0,2.0,65.0
6.796875,True,Working,36.0,2.0,65.0
12.84375,True,Working,36.0,2.0,65.0
6.703125,True,Working,36.0,2.0,65.0
12.46875,True,Working,33.0,1.0,75.0
6.828125,True,Working,33.0,1.0,75.0
12.625,True,Working,33.0,1.0,75.0
6.453125,True,Working,33.0,1.0,75.0
7.84375,False,Working,31.0,0.0,80.0
3.515625,False,Working,31.0,0.0,80.0
5.734375,False,Working,31.0,0.0,80.0
2.796875,False,Working,31.0,0.0,80.0
5.796875,False,Working,30.0,-1.0,80.0
3.0625,False,Working,30.0,-1.0,80.0
5.640625,False,Working,30.0,-1.0,80.0
3.15625,False,Working,30.0,-1.0,80.0
5.6875,False,Working,29.0,-2.0,80.0
3.125,False,Working,29.0,-2.0,80.0
5.921875,False,Working,29.0,-2.0,80.0
2.96875,False,Working,29.0,-2.0,80.0
5.984375,False,Working,28.0,-2.0,80.0
3.1875,False,Working,28.0,-2.0,80.0
5.828125,False,Working,28.0,-2.0,80.0
3.265625,False,Working,28.0,-2.0,80.0
5.875,False,Working,28.0,-2.0,80.0
3.15625,False,Working,28.0,-2.0,80.0
5.78125,False,Working,28.0,-2.0,80.0
3.328125,False,Working,28.0,-2.0,80.0
5.765625,False,Working,27.0,-3.0,86.0
3.296875,False,Working,27.0,-3.0,86.0
5.96875,False,Working,27.0,-3.0,86.0
3.140625,False,Working,27.0,-3.0,86.0
6.046875,False,Working,26.0,-4.0,86.0
3.046875,False,Working,26.0,-4.0,86.0
5.96875,False,Working,26.0,-4.0,86.0
3.421875,False,Working,26.0,-4.0,86.0
5.84375,False,Working,25.0,-4.0,86.0
3.28125,False,Working,25.0,-4.0,86.0
5.9375,False,Working,25.0,-4.0,86.0
3.4375,False,Working,25.0,-4.0,86.0
6.90625,False,Working,24.0,-4.0,86.0
3.703125,False,Working,24.0,-4.0,86.0
6.4375,False,Working,24.0,-4.0,86.0
3.59375,False,Working,24.0,-4.0,86.0
6.796875,False,Working,23.0,-5.0,86.0
3.265625,False,Working,23.0,-5.0,86.0
6.59375,False,Working,23.0,-5.0,86.0
3.6875,False,Working,23.0,-5.0,86.0
6.421875,False,Working,23.0,-5.0,86.0
3.5625,False,Working,23.0,-5.0,86.0
6.578125,False,Working,23.0,-5.0,86.0
3.75,False,Working,23.0,-5.0,86.0
11.03125,False,Working,22.0,-5.0,86.0
6.640625,False,Working,22.0,-5.0,86.0
13.171875,False,Working,22.0,-5.0,86.0
6.625,False,Working,22.0,-5.0,86.0
12.0,False,Working,22.0,-6.0,93.0
5.9375,False,Working,22.0,-6.0,93.0
11.890625,False,Working,22.0,-6.0,93.0
6.125,False,Working,22.0,-6.0,93.0
11.765625,False,Working,24.0,-4.0,93.0
6.0,False,Working,24.0,-4.0,93.0
11.59375,False,Working,24.0,-4.0,93.0
5.90625,False,Working,24.0,-4.0,93.0
10.765625,True,Working,28.0,-2.0,93.0
5.75,True,Working,28.0,-2.0,93.0
11.953125,True,Working,28.0,-2.0,93.0
5.765625,True,Working,28.0,-2.0,93.0
11.421875,True,Working,31.0,0.0,70.0
5.78125,True,Working,31.0,0.0,70.0
11.59375,True,Working,31.0,0.0,70.0
5.921875,True,Working,31.0,0.0,70.0
11.046875,True,Working,34.0,1.0,65.0
5.796875,True,Working,34.0,1.0,65.0
11.328125,True,Working,34.0,1.0,65.0
5.59375,True,Working,34.0,1.0,65.0
11.65625,True,Working,36.0,2.0,61.0
5.71875,True,Working,36.0,2.0,61.0
11.53125,True,Working,36.0,2.0,61.0
5.53125,True,Working,36.0,2.0,61.0
11.40625,True,Working,38.0,3.0,66.0
5.671875,True,Working,38.0,3.0,66.0
10.84375,True,Working,38.0,3.0,66.0
5.984375,True,Working,38.0,3.0,66.0
12.109375,True,Working,38.0,3.0,61.0
6.65625,True,Working,38.0,3.0,61.0
12.296875,True,Working,38.0,3.0,61.0
6.515625,True,Working,38.0,3.0,61.0
12.125,True,Working,38.0,4.0,57.0
6.765625,True,Working,38.0,4.0,57.0
12.671875,True,Working,38.0,4.0,57.0
6.484375,True,Working,38.0,4.0,57.0
12.84375,True,Working,38.0,3.0,65.0
6.15625,True,Working,38.0,3.0,65.0
12.921875,True,Working,38.0,3.0,65.0
6.34375,True,Working,38.0,3.0,65.0
13.390625,True,Working,36.0,2.0,65.0
6.96875,True,Working,36.0,2.0,65.0
14.375,True,Working,36.0,2.0,65.0
6.875,True,Working,36.0,2.0,65.0
14.25,True,Working,33.0,1.0,65.0
6.609375,True,Working,33.0,1.0,65.0
13.578125,True,Working,33.0,1.0,65.0
6.96875,True,Working,33.0,1.0,65.0
8.0625,False,Working,31.0,0.0,65.0
3.359375,False,Working,31.0,0.0,65.0
5.25,False,Working,31.0,0.0,65.0
3.015625,False,Working,31.0,0.0,65.0
4.953125,False,Working,30.0,-1.0,75.0
2.828125,False,Working,30.0,-1.0,75.0
5.40625,False,Working,30.0,-1.0,75.0
2.828125,False,Working,30.0,-1.0,75.0
5.421875,False,Working,29.0,-2.0,64.0
3.1875,False,Working,29.0,-2.0,64.0
5.484375,False,Working,29.0,-2.0,64.0
2.984375,False,Working,29.0,-2.0,64.0
5.375,False,Working,28.0,-2.0,75.0
2.71875,False,Working,28.0,-2.0,75.0
5.5625,False,Working,28.0,-2.0,75.0
3.0,False,Working,28.0,-2.0,75.0
5.515625,False,Working,28.0,-2.0,64.0
3.046875,False,Working,28.0,-2.0,64.0
5.546875,False,Working,28.0,-2.0,64.0
2.890625,False,Working,28.0,-2.0,64.0
5.609375,False,Working,27.0,-3.0,64.0
2.890625,False,Working,27.0,-3.0,64.0
5.703125,False,Working,27.0,-3.0,64.0
3.03125,False,Working,27.0,-3.0,64.0
5.671875,False,Working,26.0,-3.0,59.0
2.828125,False,Working,26.0,-3.0,59.0
5.75,False,Working,26.0,-3.0,59.0
2.96875,False,Working,26.0,-3.0,59.0
5.546875,False,Working,25.0,-4.0,54.0
3.25,False,Working,25.0,-4.0,54.0
5.6875,False,Working,25.0,-4.0,54.0
3.140625,False,Working,25.0,-4.0,54.0
6.671875,False,Working,24.0,-4.0,54.0
3.359375,False,Working,24.0,-4.0,54.0
6.515625,False,Working,24.0,-4.0,54.0
3.53125,False,Working,24.0,-4.0,54.0
6.53125,False,Working,24.0,-5.0,58.0
3.328125,False,Working,24.0,-5.0,58.0
6.5625,False,Working,24.0,-5.0,58.0
3.5625,False,Working,24.0,-5.0,58.0
6.40625,False,Working,23.0,-5.0,58.0
3.53125,False,Working,23.0,-5.0,58.0
6.28125,False,Working,23.0,-5.0,58.0
3.453125,False,Working,23.0,-5.0,58.0
10.8125,False,Working,23.0,-5.0,58.0
6.8125,False,Working,23.0,-5.0,58.0
13.140625,False,Working,23.0,-5.0,58.0
6.078125,False,Working,23.0,-5.0,58.0
11.53125,False,Working,22.0,-6.0,50.0
5.6875,False,Working,22.0,-6.0,50.0
11.265625,False,Working,22.0,-6.0,50.0
5.8125,False,Working,22.0,-6.0,50.0
11.203125,False,Working,24.0,-4.0,50.0
5.609375,False,Working,24.0,-4.0,50.0
10.875,False,Working,24.0,-4.0,50.0
5.046875,False,Working,24.0,-4.0,50.0
10.703125,True,Working,28.0,-2.0,39.0
5.421875,True,Working,28.0,-2.0,39.0
11.109375,True,Working,28.0,-2.0,39.0
5.515625,True,Working,28.0,-2.0,39.0
11.0,True,Working,32.0,0.0,33.0
5.3125,True,Working,32.0,0.0,33.0
9.96875,True,Working,32.0,0.0,33.0
5.109375,True,Working,32.0,0.0,33.0
10.4375,True,Working,35.0,1.0,34.0
5.375,True,Working,35.0,1.0,34.0
10.625,True,Working,35.0,1.0,34.0
5.59375,True,Working,35.0,1.0,34.0
10.40625,True,Working,36.0,2.0,34.0
5.296875,True,Working,36.0,2.0,34.0
10.125,True,Working,36.0,2.0,34.0
5.0,True,Working,36.0,2.0,34.0
10.25,True,Working,38.0,3.0,29.0
5.359375,True,Working,38.0,3.0,29.0
10.65625,True,Working,38.0,3.0,29.0
5.625,True,Working,38.0,3.0,29.0
11.125,True,Working,38.0,4.0,29.0
5.875,True,Working,38.0,4.0,29.0
11.546875,True,Working,38.0,4.0,29.0
6.3125,True,Working,38.0,4.0,29.0
12.328125,True,Working,39.0,4.0,29.0
6.359375,True,Working,39.0,4.0,29.0
11.921875,True,Working,39.0,4.0,29.0
6.25,True,Working,39.0,4.0,29.0
12.984375,True,Working,38.0,3.0,43.0
6.71875,True,Working,38.0,3.0,43.0
12.203125,True,Working,38.0,3.0,43.0
6.515625,True,Working,38.0,3.0,43.0
13.015625,True,Working,36.0,2.0,46.0
6.96875,True,Working,36.0,2.0,46.0
14.0,True,Working,36.0,2.0,46.0
7.171875,True,Working,36.0,2.0,46.0
14.015625,True,Working,34.0,1.0,46.0
6.578125,True,Working,34.0,1.0,46.0
13.546875,True,Working,34.0,1.0,46.0
6.921875,True,Working,34.0,1.0,46.0
8.375,False,Working,32.0,0.0,47.0
3.25,False,Working,32.0,0.0,47.0
5.46875,False,Working,32.0,0.0,47.0
2.765625,False,Working,32.0,0.0,47.0
5.15625,False,Working,31.0,-1.0,54.0
3.125,False,Working,31.0,-1.0,54.0
5.25,False,Working,31.0,-1.0,54.0
2.890625,False,Working,31.0,-1.0,54.0
5.46875,False,Working,29.0,-2.0,54.0
3.125,False,Working,29.0,-2.0,54.0
5.46875,False,Working,29.0,-2.0,54.0
2.96875,False,Working,29.0,-2.0,54.0
5.609375,False,Working,29.0,-2.0,54.0
2.984375,False,Working,29.0,-2.0,54.0
5.796875,False,Working,29.0,-2.0,54.0
2.921875,False,Working,29.0,-2.0,54.0
5.84375,False,Working,28.0,-2.0,54.0
2.9375,False,Working,28.0,-2.0,54.0
5.609375,False,Working,28.0,-2.0,54.0
2.921875,False,Working,28.0,-2.0,54.0
5.984375,False,Working,28.0,-2.0,63.0
3.046875,False,Working,28.0,-2.0,63.0
5.515625,False,Working,28.0,-2.0,63.0
3.203125,False,Working,28.0,-2.0,63.0
5.890625,False,Working,26.0,-3.0,63.0
3.15625,False,Working,26.0,-3.0,63.0
6.015625,False,Working,26.0,-3.0,63.0
3.015625,False,Working,26.0,-3.0,63.0
5.90625,False,Working,26.0,-4.0,74.0
3.203125,False,Working,26.0,-4.0,74.0
5.90625,False,Working,26.0,-4.0,74.0
3.359375,False,Working,26.0,-4.0,74.0
6.4375,False,Working,25.0,-4.0,68.0
3.234375,False,Working,25.0,-4.0,68.0
6.234375,False,Working,25.0,-4.0,68.0
3.546875,False,Working,25.0,-4.0,68.0
6.46875,False,Working,24.0,-4.0,74.0
3.46875,False,Working,24.0,-4.0,74.0
6.1875,False,Working,24.0,-4.0,74.0
3.125,False,Working,24.0,-4.0,74.0
6.25,False,Working,24.0,-5.0,74.0
3.390625,False,Working,24.0,-5.0,74.0
5.90625,False,Working,24.0,-5.0,74.0
3.28125,False,Working,24.0,-5.0,74.0
10.53125,False,Working,23.0,-5.0,74.0
6.40625,False,Working,23.0,-5.0,74.0
12.625,False,Working,23.0,-5.0,74.0
6.21875,False,Working,23.0,-5.0,74.0
11.46875,False,Working,23.0,-5.0,80.0
6.078125,False,Working,23.0,-5.0,80.0
11.265625,False,Working,23.0,-5.0,80.0
5.9375,False,Working,23.0,-5.0,80.0
10.75,False,Working,25.0,-4.0,69.0
5.90625,False,Working,25.0,-4.0,69.0
10.859375,False,Working,25.0,-4.0,69.0
5.671875,False,Working,25.0,-4.0,69.0
10.96875,True,Working,29.0,-2.0,51.0
5.6875,True,Working,29.0,-2.0,51.0
10.96875,True,Working,29.0,-2.0,51.0
5.59375,True,Working,29.0,-2.0,51.0
10.9375,True,Working,33.0,0.0,44.0
5.265625,True,Working,33.0,0.0,44.0
11.265625,True,Working,33.0,0.0,44.0
5.421875,True,Working,33.0,0.0,44.0
11.1875,True,Working,35.0,2.0,38.0
5.640625,True,Working,35.0,2.0,38.0
11.234375,True,Working,35.0,2.0,38.0
5.8125,True,Working,35.0,2.0,38.0
11.609375,True,Working,37.0,3.0,41.0
5.671875,True,Working,37.0,3.0,41.0
10.84375,True,Working,37.0,3.0,41.0
5.640625,True,Working,37.0,3.0,41.0
11.4375,True,Working,39.0,4.0,41.0
5.90625,True,Working,39.0,4.0,41.0
11.53125,True,Working,39.0,4.0,41.0
5.640625,True,Working,39.0,4.0,41.0
11.484375,True,Working,39.0,4.0,56.0
6.078125,True,Working,39.0,4.0,56.0
11.609375,True,Working,39.0,4.0,56.0
5.75,True,Working,39.0,4.0,56.0
11.765625,True,Working,40.0,4.0,44.0
5.875,True,Working,40.0,4.0,44.0
11.703125,True,Working,40.0,4.0,44.0
6.078125,True,Working,40.0,4.0,44.0
12.28125,True,Working,39.0,4.0,44.0
6.046875,True,Working,39.0,4.0,44.0
11.625,True,Working,39.0,4.0,44.0
6.078125,True,Working,39.0,4.0,44.0
11.875,True,Working,37.0,3.0,48.0
7.21875,True,Working,37.0,3.0,48.0
12.828125,True,Working,37.0,3.0,48.0
6.875,True,Working,37.0,3.0,48.0
12.859375,True,Working,35.0,2.0,51.0
6.890625,True,Working,35.0,2.0,51.0
12.8125,True,Working,35.0,2.0,51.0
6.46875,True,Working,35.0,2.0,51.0
8.28125,False,Working,33.0,0.0,59.0
3.15625,False,Working,33.0,0.0,59.0
5.765625,False,Working,33.0,0.0,59.0
3.0,False,Working,33.0,0.0,59.0
5.671875,False,Working,31.0,0.0,55.0
3.0,False,Working,31.0,0.0,55.0
5.53125,False,Working,31.0,0.0,55.0
2.859375,False,Working,31.0,0.0,55.0
5.59375,False,Working,30.0,-1.0,64.0
2.890625,False,Working,30.0,-1.0,64.0
6.046875,False,Working,30.0,-1.0,64.0
2.796875,False,Working,30.0,-1.0,64.0
5.71875,False,Working,29.0,-1.0,70.0
3.078125,False,Working,29.0,-1.0,70.0
5.765625,False,Working,29.0,-1.0,70.0
3.171875,False,Working,29.0,-1.0,70.0
5.796875,False,Working,29.0,-2.0,60.0
3.28125,False,Working,29.0,-2.0,60.0
6.0625,False,Working,29.0,-2.0,60.0
3.203125,False,Working,29.0,-2.0,60.0
5.640625,False,Working,28.0,-2.0,65.0
3.203125,False,Working,28.0,-2.0,65.0
5.953125,False,Working,28.0,-2.0,65.0
3.015625,False,Working,28.0,-2.0,65.0
6.0,False,Working,27.0,-3.0,65.0
3.140625,False,Working,27.0,-3.0,65.0
5.75,False,Working,27.0,-3.0,65.0
3.328125,False,Working,27.0,-3.0,65.0
6.015625,False,Working,26.0,-3.0,60.0
3.140625,False,Working,26.0,-3.0,60.0
5.8125,False,Working,26.0,-3.0,60.0
3.3125,False,Working,26.0,-3.0,60.0
6.03125,False,Working,25.0,-4.0,65.0
3.0,False,Working,25.0,-4.0,65.0
6.0625,False,Working,25.0,-4.0,65.0
3.140625,False,Working,25.0,-4.0,65.0
5.828125,False,Working,25.0,-4.0,70.0
3.171875,False,Working,25.0,-4.0,70.0
6.015625,False,Working,25.0,-4.0,70.0
3.390625,False,Working,25.0,-4.0,70.0
6.015625,False,Working,24.0,-4.0,75.0
3.0,False,Working,24.0,-4.0,75.0
5.953125,False,Working,24.0,-4.0,75.0
3.0,False,Working,24.0,-4.0,75.0
6.28125,False,Working,24.0,-5.0,75.0
3.34375,False,Working,24.0,-5.0,75.0
6.5,False,Working,24.0,-5.0,75.0
2.59375,False,Working,24.0,-5.0,75.0
3.96875,False,Working,23.0,-5.0,70.0
2.28125,False,Working,23.0,-5.0,70.0
3.90625,False,Working,23.0,-5.0,70.0
2.265625,False,Working,23.0,-5.0,70.0
4.1875,False,Working,26.0,-3.0,65.0
2.359375,False,Working,26.0,-3.0,65.0
4.125,False,Working,26.0,-3.0,65.0
2.140625,False,Working,26.0,-3.0,65.0
4.078125,True,Working,30.0,-1.0,61.0
2.078125,True,Working,30.0,-1.0,61.0
4.125,True,Working,30.0,-1.0,61.0
2.21875,True,Working,30.0,-1.0,61.0
4.078125,True,Working,33.0,0.0,53.0
2.265625,True,Working,33.0,0.0,53.0
3.984375,True,Working,33.0,0.0,53.0
2.40625,True,Working,33.0,0.0,53.0
4.421875,True,Working,36.0,2.0,70.0
2.234375,True,Working,36.0,2.0,70.0
4.421875,True,Working,36.0,2.0,70.0
2.28125,True,Working,36.0,2.0,70.0
4.125,True,Working,38.0,3.0,81.0
2.28125,True,Working,38.0,3.0,81.0
4.703125,True,Working,38.0,3.0,81.0
2.296875,True,Working,38.0,3.0,81.0
4.203125,True,Working,39.0,4.0,54.0
2.03125,True,Working,39.0,4.0,54.0
4.09375,True,Working,39.0,4.0,54.0
2.171875,True,Working,39.0,4.0,54.0
4.03125,True,Working,40.0,4.0,51.0
2.125,True,Working,40.0,4.0,51.0
4.15625,True,Working,40.0,4.0,51.0
2.328125,True,Working,40.0,4.0,51.0
4.078125,True,Working,40.0,4.0,55.0
2.21875,True,Working,40.0,4.0,55.0
4.140625,True,Working,40.0,4.0,55.0
2.265625,True,Working,40.0,4.0,55.0
4.28125,True,Working,39.0,4.0,58.0
2.328125,True,Working,39.0,4.0,58.0
4.390625,True,Working,39.0,4.0,58.0
2.15625,True,Working,39.0,4.0,58.0
4.125,True,Working,38.0,3.0,66.0
3.296875,True,Working,38.0,3.0,66.0
5.859375,True,Working,38.0,3.0,66.0
3.0625,True,Working,38.0,3.0,66.0
6.0,True,Working,35.0,2.0,71.0
3.0625,True,Working,35.0,2.0,71.0
5.59375,True,Working,35.0,2.0,71.0
3.34375,True,Working,35.0,2.0,71.0
5.6875,False,Working,33.0,1.0,76.0
3.03125,False,Working,33.0,1.0,76.0
5.890625,False,Working,33.0,1.0,76.0
2.90625,False,Working,33.0,1.0,76.0
5.8125,False,Working,32.0,0.0,76.0
3.1875,False,Working,32.0,0.0,76.0
5.921875,False,Working,32.0,0.0,76.0
2.875,False,Working,32.0,0.0,76.0
5.96875,False,Working,30.0,-1.0,88.0
3.28125,False,Working,30.0,-1.0,88.0
5.625,False,Working,30.0,-1.0,88.0
3.015625,False,Working,30.0,-1.0,88.0
5.78125,False,Working,30.0,-1.0,77.0
2.984375,False,Working,30.0,-1.0,77.0
5.828125,False,Working,30.0,-1.0,77.0
3.203125,False,Working,30.0,-1.0,77.0
5.59375,False,Working,29.0,-2.0,72.0
3.15625,False,Working,29.0,-2.0,72.0
5.671875,False,Working,29.0,-2.0,72.0
3.265625,False,Working,29.0,-2.0,72.0
5.734375,False,NonWork,29.0,-2.0,88.0
3.21875,False,NonWork,29.0,-2.0,88.0
5.78125,False,NonWork,29.0,-2.0,88.0
2.984375,False,NonWork,29.0,-2.0,88.0
5.96875,False,NonWork,27.0,-3.0,93.0
3.109375,False,NonWork,27.0,-3.0,93.0
5.671875,False,NonWork,27.0,-3.0,93.0
3.15625,False,NonWork,27.0,-3.0,93.0
5.875,False,NonWork,26.0,-3.0,94.0
2.90625,False,NonWork,26.0,-3.0,94.0
6.03125,False,NonWork,26.0,-3.0,94.0
3.0625,False,NonWork,26.0,-3.0,94.0
5.65625,False,NonWork,26.0,-4.0,76.0
3.09375,False,NonWork,26.0,-4.0,76.0
5.796875,False,NonWork,26.0,-4.0,76.0
3.015625,False,NonWork,26.0,-4.0,76.0
5.859375,False,NonWork,25.0,-4.0,70.0
3.109375,False,NonWork,25.0,-4.0,70.0
6.0,False,NonWork,25.0,-4.0,70.0
3.25,False,NonWork,25.0,-4.0,70.0
6.046875,False,NonWork,24.0,-4.0,75.0
2.953125,False,NonWork,24.0,-4.0,75.0
6.0625,False,NonWork,24.0,-4.0,75.0
3.1875,False,NonWork,24.0,-4.0,75.0
5.953125,False,NonWork,24.0,-5.0,81.0
3.140625,False,NonWork,24.0,-5.0,81.0
6.015625,False,NonWork,24.0,-5.0,81.0
2.640625,False,NonWork,24.0,-5.0,81.0
4.03125,False,NonWork,24.0,-5.0,75.0
2.515625,False,NonWork,24.0,-5.0,75.0
4.21875,False,NonWork,24.0,-5.0,75.0
2.265625,False,NonWork,24.0,-5.0,75.0
4.25,False,NonWork,26.0,-3.0,75.0
2.453125,False,NonWork,26.0,-3.0,75.0
4.203125,False,NonWork,26.0,-3.0,75.0
2.5,False,NonWork,26.0,-3.0,75.0
4.375,True,NonWork,30.0,-1.0,70.0
2.4375,True,NonWork,30.0,-1.0,70.0
4.25,True,NonWork,30.0,-1.0,70.0
2.328125,True,NonWork,30.0,-1.0,70.0
4.296875,True,NonWork,33.0,1.0,70.0
2.453125,True,NonWork,33.0,1.0,70.0
4.375,True,NonWork,33.0,1.0,70.0
2.0625,True,NonWork,33.0,1.0,70.0
4.171875,True,NonWork,36.0,2.0,70.0
2.484375,True,NonWork,36.0,2.0,70.0
4.109375,True,NonWork,36.0,2.0,70.0
2.296875,True,NonWork,36.0,2.0,70.0
4.234375,True,NonWork,38.0,4.0,65.0
2.203125,True,NonWork,38.0,4.0,65.0
4.125,True,NonWork,38.0,4.0,65.0
2.125,True,NonWork,38.0,4.0,65.0
4.484375,True,NonWork,40.0,4.0,70.0
2.3125,True,NonWork,40.0,4.0,70.0
4.25,True,NonWork,40.0,4.0,70.0
2.546875,True,NonWork,40.0,4.0,70.0
4.40625,True,NonWork,40.0,4.0,65.0
2.109375,True,NonWork,40.0,4.0,65.0
3.671875,True,NonWork,40.0,4.0,65.0
2.234375,True,NonWork,40.0,4.0,65.0
3.796875,True,NonWork,40.0,5.0,65.0
2.046875,True,NonWork,40.0,5.0,65.0
4.078125,True,NonWork,40.0,5.0,65.0
2.046875,True,NonWork,40.0,5.0,65.0
3.640625,True,NonWork,40.0,4.0,60.0
2.265625,True,NonWork,40.0,4.0,60.0
3.796875,True,NonWork,40.0,4.0,60.0
2.046875,True,NonWork,40.0,4.0,60.0
4.078125,True,NonWork,38.0,3.0,65.0
3.15625,True,NonWork,38.0,3.0,65.0
5.40625,True,NonWork,38.0,3.0,65.0
2.96875,True,NonWork,38.0,3.0,65.0
5.921875,True,NonWork,35.0,2.0,65.0
3.03125,True,NonWork,35.0,2.0,65.0
5.515625,True,NonWork,35.0,2.0,65.0
3.078125,True,NonWork,35.0,2.0,65.0
5.90625,False,NonWork,33.0,1.0,65.0
2.953125,False,NonWork,33.0,1.0,65.0
5.84375,False,NonWork,33.0,1.0,65.0
2.953125,False,NonWork,33.0,1.0,65.0
5.71875,False,NonWork,32.0,0.0,70.0
3.015625,False,NonWork,32.0,0.0,70.0
5.734375,False,NonWork,32.0,0.0,70.0
3.015625,False,NonWork,32.0,0.0,70.0
5.921875,False,NonWork,31.0,-1.0,65.0
2.828125,False,NonWork,31.0,-1.0,65.0
5.84375,False,NonWork,31.0,-1.0,65.0
3.15625,False,NonWork,31.0,-1.0,65.0
5.46875,False,NonWork,30.0,-1.0,69.0
3.28125,False,NonWork,30.0,-1.0,69.0
5.859375,False,NonWork,30.0,-1.0,69.0
2.90625,False,NonWork,30.0,-1.0,69.0
5.65625,False,NonWork,29.0,-1.0,69.0
3.234375,False,NonWork,29.0,-1.0,69.0
5.734375,False,NonWork,29.0,-1.0,69.0
3.234375,False,NonWork,29.0,-1.0,69.0
6.6875,False,NonWork,29.0,-2.0,69.0
3.40625,False,NonWork,29.0,-2.0,69.0
6.625,False,NonWork,29.0,-2.0,69.0
3.453125,False,NonWork,29.0,-2.0,69.0
6.515625,False,NonWork,28.0,-2.0,69.0
