,usage_kwh,timestamp
5713,5.203125,2022-03-01T12:15:00
5714,10.234375,2022-03-01T12:30:00
5715,5.203125,2022-03-01T12:45:00
5716,10.59375,2022-03-01T13:00:00
5717,5.21875,2022-03-01T13:15:00
5718,10.6875,2022-03-01T13:30:00
5719,5.453125,2022-03-01T13:45:00
5720,10.65625,2022-03-01T14:00:00
5721,5.609375,2022-03-01T14:15:00
5722,11.046875,2022-03-01T14:30:00
5723,5.765625,2022-03-01T14:45:00
5724,11.34375,2022-03-01T15:00:00
5725,5.59375,2022-03-01T15:15:00
5726,11.0,2022-03-01T15:30:00
5727,5.59375,2022-03-01T15:45:00
5728,11.328125,2022-03-01T16:00:00
5729,6.171875,2022-03-01T16:15:00
5730,11.640625,2022-03-01T16:30:00
5731,5.984375,2022-03-01T16:45:00
5732,12.171875,2022-03-01T17:00:00
5733,6.796875,2022-03-01T17:15:00
5734,12.84375,2022-03-01T17:30:00
5735,6.703125,2022-03-01T17:45:00
5736,12.46875,2022-03-01T18:00:00
5737,6.828125,2022-03-01T18:15:00
5738,12.625,2022-03-01T18:30:00
5739,6.453125,2022-03-01T18:45:00
5740,7.84375,2022-03-01T19:00:00
5741,3.515625,2022-03-01T19:15:00
5742,5.734375,2022-03-01T19:30:00
5743,2.796875,2022-03-01T19:45:00
5744,5.796875,2022-03-01T20:00:00
5745,3.0625,2022-03-01T20:15:00
5746,5.640625,2022-03-01T20:30:00
5747,3.15625,2022-03-01T20:45:00
5748,5.6875,2022-03-01T21:00:00
5749,3.125,2022-03-01T21:15:00
5750,5.921875,2022-03-01T21:30:00
5751,2.96875,2022-03-01T21:45:00
5752,5.984375,2022-03-01T22:00:00
5753,3.1875,2022-03-01T22:15:00
5754,5.828125,2022-03-01T22:30:00
5755,3.265625,2022-03-01T22:45:00
5756,5.875,2022-03-01T23:00:00
5757,3.15625,2022-03-01T23:15:00
5758,5.78125,2022-03-01T23:30:00
5759,3.328125,2022-03-01T23:45:00
5760,5.765625,2022-03-02T00:00:00
5761,3.296875,2022-03-02T00:15:00
5762,5.96875,2022-03-02T00:30:00
5763,3.140625,2022-03-02T00:45:00
5764,6.046875,2022-03-02T01:00:00
5765,3.046875,2022-03-02T01:15:00
5766,5.96875,2022-03-02T01:30:00
5767,3.421875,2022-03-02T01:45:00
5768,5.84375,2022-03-02T02:00:00
5769,3.28125,2022-03-02T02:15:00
5770,5.9375,2022-03-02T02:30:00
5771,3.4375,2022-03-02T02:45:00
5772,6.90625,2022-03-02T03:00:00
5773,3.703125,2022-03-02T03:15:00
5774,6.4375,2022-03-02T03:30:00
5775,3.59375,2022-03-02T03:45:00
5776,6.796875,2022-03-02T04:00:00
5777,3.265625,2022-03-02T04:15:00
5778,6.59375,2022-03-02T04:30:00
5779,3.6875,2022-03-02T04:45:00
5780,6.421875,2022-03-02T05:00:00
5781,3.5625,2022-03-02T05:15:00
5782,6.578125,2022-03-02T05:30:00
5783,3.75,2022-03-02T05:45:00
5784,11.03125,2022-03-02T06:00:00
5785,6.640625,2022-03-02T06:15:00
5786,13.171875,2022-03-02T06:30:00
5787,6.625,2022-03-02T06:45:00
5788,12.0,2022-03-02T07:00:00
5789,5.9375,2022-03-02T07:15:00
5790,11.890625,2022-03-02T07:30:00
5791,6.125,2022-03-02T07:45:00
5792,11.765625,2022-03-02T08:00:00
5793,6.0,2022-03-02T08:15:00
5794,11.59375,2022-03-02T08:30:00
5795,5.90625,2022-03-02T08:45:00
5796,10.765625,2022-03-02T09:00:00
5797,5.75,2022-03-02T09:15:00
5798,11.953125,2022-03-02T09:30:00
5799,5.765625,2022-03-02T09:45:00
5800,11.421875,2022-03-02T10:00:00
5801,5.78125,2022-03-02T10:15:00
5802,11.59375,2022-03-02T10:30:00
5803,5.921875,2022-03-02T10:45:00
5804,11.046875,2022-03-02T11:00:00
5805,5.796875,2022-03-02T11:15:00
5806,11.328125,2022-03-02T11:30:00
5807,5.59375,2022-03-02T11:45:00
5808,11.65625,2022-03-02T12:00:00
5809,5.71875,2022-03-02T12:15:00
5810,11.53125,2022-03-02T12:30:00
5811,5.53125,2022-03-02T12:45:00
5812,11.40625,2022-03-02T13:00:00
5813,5.671875,2022-03-02T13:15:00
5814,10.84375,2022-03-02T13:30:00
5815,5.984375,2022-03-02T13:45:00
5816,12.109375,2022-03-02T14:00:00
5817,6.65625,2022-03-02T14:15:00
5818,12.296875,2022-03-02T14:30:00
5819,6.515625,2022-03-02T14:45:00
5820,12.125,2022-03-02T15:00:00
5821,6.765625,2022-03-02T15:15:00
5822,12.671875,2022-03-02T15:30:00
5823,6.484375,2022-03-02T15:45:00
5824,12.84375,2022-03-02T16:00:00
5825,6.15625,2022-03-02T16:15:00
5826,12.921875,2022-03-02T16:30:00
5827,6.34375,2022-03-02T16:45:00
5828,13.390625,2022-03-02T17:00:00
5829,6.96875,2022-03-02T17:15:00
5830,14.375,2022-03-02T17:30:00
5831,6.875,2022-03-02T17:45:00
5832,14.25,2022-03-02T18:00:00
5833,6.609375,2022-03-02T18:15:00
5834,13.578125,2022-03-02T18:30:00
5835,6.96875,2022-03-02T18:45:00
5836,8.0625,2022-03-02T19:00:00
5837,3.359375,2022-03-02T19:15:00
5838,5.25,2022-03-02T19:30:00
5839,3.015625,2022-03-02T19:45:00
5840,4.953125,2022-03-02T20:00:00
5841,2.828125,2022-03-02T20:15:00
5842,5.40625,2022-03-02T20:30:00
5843,2.828125,2022-03-02T20:45:00
5844,5.421875,2022-03-02T21:00:00
5845,3.1875,2022-03-02T21:15:00
5846,5.484375,2022-03-02T21:30:00
5847,2.984375,2022-03-02T21:45:00
5848,5.375,2022-03-02T22:00:00
5849,2.71875,2022-03-02T22:15:00
5850,5.5625,2022-03-02T22:30:00
5851,3.0,2022-03-02T22:45:00
5852,5.515625,2022-03-02T23:00:00
5853,3.046875,2022-03-02T23:15:00
5854,5.546875,2022-03-02T23:30:00
5855,2.890625,2022-03-02T23:45:00
5856,5.609375,2022-03-03T00:00:00
5857,2.890625,2022-03-03T00:15:00
5858,5.703125,2022-03-03T00:30:00
5859,3.03125,2022-03-03T00:45:00
5860,5.671875,2022-03-03T01:00:00
5861,2.828125,2022-03-03T01:15:00
5862,5.75,2022-03-03T01:30:00
5863,2.96875,2022-03-03T01:45:00
5864,5.546875,2022-03-03T02:00:00
5865,3.25,2022-03-03T02:15:00
5866,5.6875,2022-03-03T02:30:00
5867,3.140625,2022-03-03T02:45:00
5868,6.671875,2022-03-03T03:00:00
5869,3.359375,2022-03-03T03:15:00
5870,6.515625,2022-03-03T03:30:00
5871,3.53125,2022-03-03T03:45:00
5872,6.53125,2022-03-03T04:00:00
5873,3.328125,2022-03-03T04:15:00
5874,6.5625,2022-03-03T04:30:00
5875,3.5625,2022-03-03T04:45:00
5876,6.40625,2022-03-03T05:00:00
5877,3.53125,2022-03-03T05:15:00
5878,6.28125,2022-03-03T05:30:00
5879,3.453125,2022-03-03T05:45:00
5880,10.8125,2022-03-03T06:00:00
5881,6.8125,2022-03-03T06:15:00
5882,13.140625,2022-03-03T06:30:00
5883,6.078125,2022-03-03T06:45:00
5884,11.53125,2022-03-03T07:00:00
5885,5.6875,2022-03-03T07:15:00
5886,11.265625,2022-03-03T07:30:00
5887,5.8125,2022-03-03T07:45:00
5888,11.203125,2022-03-03T08:00:00
5889,5.609375,2022-03-03T08:15:00
5890,10.875,2022-03-03T08:30:00
5891,5.046875,2022-03-03T08:45:00
5892,10.703125,2022-03-03T09:00:00
5893,5.421875,2022-03-03T09:15:00
5894,11.109375,2022-03-03T09:30:00
5895,5.515625,2022-03-03T09:45:00
5896,11.0,2022-03-03T10:00:00
5897,5.3125,2022-03-03T10:15:00
5898,9.96875,2022-03-03T10:30:00
5899,5.109375,2022-03-03T10:45:00
5900,10.4375,2022-03-03T11:00:00
5901,5.375,2022-03-03T11:15:00
5902,10.625,2022-03-03T11:30:00
5903,5.59375,2022-03-03T11:45:00
5904,10.40625,2022-03-03T12:00:00
5905,5.296875,2022-03-03T12:15:00
5906,10.125,2022-03-03T12:30:00
5907,5.0,2022-03-03T12:45:00
5908,10.25,2022-03-03T13:00:00
5909,5.359375,2022-03-03T13:15:00
5910,10.65625,2022-03-03T13:30:00
5911,5.625,2022-03-03T13:45:00
5912,11.125,2022-03-03T14:00:00
5913,5.875,2022-03-03T14:15:00
5914,11.546875,2022-03-03T14:30:00
5915,6.3125,2022-03-03T14:45:00
5916,12.328125,2022-03-03T15:00:00
5917,6.359375,2022-03-03T15:15:00
5918,11.921875,2022-03-03T15:30:00
5919,6.25,2022-03-03T15:45:00
5920,12.984375,2022-03-03T16:00:00
5921,6.71875,2022-03-03T16:15:00
5922,12.203125,2022-03-03T16:30:00
5923,6.515625,2022-03-03T16:45:00
5924,13.015625,2022-03-03T17:00:00
5925,6.96875,2022-03-03T17:15:00
5926,14.0,2022-03-03T17:30:00
5927,7.171875,2022-03-03T17:45:00
5928,14.015625,2022-03-03T18:00:00
5929,6.578125,2022-03-03T18:15:00
5930,13.546875,2022-03-03T18:30:00
5931,6.921875,2022-03-03T18:45:00
5932,8.375,2022-03-03T19:00:00
5933,3.25,2022-03-03T19:15:00
5934,5.46875,2022-03-03T19:30:00
5935,2.765625,2022-03-03T19:45:00
5936,5.15625,2022-03-03T20:00:00
5937,3.125,2022-03-03T20:15:00
5938,5.25,2022-03-03T20:30:00
5939,2.890625,2022-03-03T20:45:00
5940,5.46875,2022-03-03T21:00:00
5941,3.125,2022-03-03T21:15:00
5942,5.46875,2022-03-03T21:30:00
5943,2.96875,2022-03-03T21:45:00
5944,5.609375,2022-03-03T22:00:00
5945,2.984375,2022-03-03T22:15:00
5946,5.796875,2022-03-03T22:30:00
5947,2.921875,2022-03-03T22:45:00
5948,5.84375,2022-03-03T23:00:00
5949,2.9375,2022-03-03T23:15:00
5950,5.609375,2022-03-03T23:30:00
5951,2.921875,2022-03-03T23:45:00
5952,5.984375,2022-03-04T00:00:00
5953,3.046875,2022-03-04T00:15:00
5954,5.515625,2022-03-04T00:30:00
5955,3.203125,2022-03-04T00:45:00
5956,5.890625,2022-03-04T01:00:00
5957,3.15625,2022-03-04T01:15:00
5958,6.015625,2022-03-04T01:30:00
5959,3.015625,2022-03-04T01:45:00
5960,5.90625,2022-03-04T02:00:00
5961,3.203125,2022-03-04T02:15:00
5962,5.90625,2022-03-04T02:30:00
5963,3.359375,2022-03-04T02:45:00
5964,6.4375,2022-03-04T03:00:00
5965,3.234375,2022-03-04T03:15:00
5966,6.234375,2022-03-04T03:30:00
5967,3.546875,2022-03-04T03:45:00
5968,6.46875,2022-03-04T04:00:00
5969,3.46875,2022-03-04T04:15:00
5970,6.1875,2022-03-04T04:30:00
5971,3.125,2022-03-04T04:45:00
5972,6.25,2022-03-04T05:00:00
5973,3.390625,2022-03-04T05:15:00
5974,5.90625,2022-03-04T05:30:00
5975,3.28125,2022-03-04T05:45:00
5976,10.53125,2022-03-04T06:00:00
5977,6.40625,2022-03-04T06:15:00
5978,12.625,2022-03-04T06:30:00
5979,6.21875,2022-03-04T06:45:00
5980,11.46875,2022-03-04T07:00:00
5981,6.078125,2022-03-04T07:15:00
5982,11.265625,2022-03-04T07:30:00
5983,5.9375,2022-03-04T07:45:00
5984,10.75,2022-03-04T08:00:00
5985,5.90625,2022-03-04T08:15:00
5986,10.859375,2022-03-04T08:30:00
5987,5.671875,2022-03-04T08:45:00
5988,10.96875,2022-03-04T09:00:00
5989,5.6875,2022-03-04T09:15:00
5990,10.96875,2022-03-04T09:30:00
5991,5.59375,2022-03-04T09:45:00
5992,10.9375,2022-03-04T10:00:00
5993,5.265625,2022-03-04T10:15:00
5994,11.265625,2022-03-04T10:30:00
5995,5.421875,2022-03-04T10:45:00
5996,11.1875,2022-03-04T11:00:00
5997,5.640625,2022-03-04T11:15:00
5998,11.234375,2022-03-04T11:30:00
5999,5.8125,2022-03-04T11:45:00
6000,11.609375,2022-03-04T12:00:00
6001,5.671875,2022-03-04T12:15:00
6002,10.84375,2022-03-04T12:30:00
6003,5.640625,2022-03-04T12:45:00
6004,11.4375,2022-03-04T13:00:00
6005,5.90625,2022-03-04T13:15:00
6006,11.53125,2022-03-04T13:30:00
6007,5.640625,2022-03-04T13:45:00
6008,11.484375,2022-03-04T14:00:00
6009,6.078125,2022-03-04T14:15:00
6010,11.609375,2022-03-04T14:30:00
6011,5.75,2022-03-04T14:45:00
6012,11.765625,2022-03-04T15:00:00
6013,5.875,2022-03-04T15:15:00
6014,11.703125,2022-03-04T15:30:00
6015,6.078125,2022-03-04T15:45:00
6016,12.28125,2022-03-04T16:00:00
6017,6.046875,2022-03-04T16:15:00
6018,11.625,2022-03-04T16:30:00
6019,6.078125,2022-03-04T16:45:00
6020,11.875,2022-03-04T17:00:00
6021,7.21875,2022-03-04T17:15:00
6022,12.828125,2022-03-04T17:30:00
6023,6.875,2022-03-04T17:45:00
6024,12.859375,2022-03-04T18:00:00
6025,6.890625,2022-03-04T18:15:00
6026,12.8125,2022-03-04T18:30:00
6027,6.46875,2022-03-04T18:45:00
6028,8.28125,2022-03-04T19:00:00
6029,3.15625,2022-03-04T19:15:00
6030,5.765625,2022-03-04T19:30:00
6031,3.0,2022-03-04T19:45:00
6032,5.671875,2022-03-04T20:00:00
6033,3.0,2022-03-04T20:15:00
6034,5.53125,2022-03-04T20:30:00
6035,2.859375,2022-03-04T20:45:00
6036,5.59375,2022-03-04T21:00:00
6037,2.890625,2022-03-04T21:15:00
6038,6.046875,2022-03-04T21:30:00
6039,2.796875,2022-03-04T21:45:00
6040,5.71875,2022-03-04T22:00:00
6041,3.078125,2022-03-04T22:15:00
6042,5.765625,2022-03-04T22:30:00
6043,3.171875,2022-03-04T22:45:00
6044,5.796875,2022-03-04T23:00:00
6045,3.28125,2022-03-04T23:15:00
6046,6.0625,2022-03-04T23:30:00
6047,3.203125,2022-03-04T23:45:00
6048,5.640625,2022-03-05T00:00:00
6049,3.203125,2022-03-05T00:15:00
6050,5.953125,2022-03-05T00:30:00
6051,3.015625,2022-03-05T00:45:00
6052,6.0,2022-03-05T01:00:00
6053,3.140625,2022-03-05T01:15:00
6054,5.75,2022-03-05T01:30:00
6055,3.328125,2022-03-05T01:45:00
6056,6.015625,2022-03-05T02:00:00
6057,3.140625,2022-03-05T02:15:00
6058,5.8125,2022-03-05T02:30:00
6059,3.3125,2022-03-05T02:45:00
6060,6.03125,2022-03-05T03:00:00
6061,3.0,2022-03-05T03:15:00
6062,6.0625,2022-03-05T03:30:00
6063,3.140625,2022-03-05T03:45:00
6064,5.828125,2022-03-05T04:00:00
6065,3.171875,2022-03-05T04:15:00
6066,6.015625,2022-03-05T04:30:00
6067,3.390625,2022-03-05T04:45:00
6068,6.015625,2022-03-05T05:00:00
6069,3.0,2022-03-05T05:15:00
6070,5.953125,2022-03-05T05:30:00
6071,3.0,2022-03-05T05:45:00
6072,6.28125,2022-03-05T06:00:00
6073,3.34375,2022-03-05T06:15:00
6074,6.5,2022-03-05T06:30:00
6075,2.59375,2022-03-05T06:45:00
6076,3.96875,2022-03-05T07:00:00
6077,2.28125,2022-03-05T07:15:00
6078,3.90625,2022-03-05T07:30:00
6079,2.265625,2022-03-05T07:45:00
6080,4.1875,2022-03-05T08:00:00
6081,2.359375,2022-03-05T08:15:00
6082,4.125,2022-03-05T08:30:00
6083,2.140625,2022-03-05T08:45:00
6084,4.078125,2022-03-05T09:00:00
6085,2.078125,2022-03-05T09:15:00
6086,4.125,2022-03-05T09:30:00
6087,2.21875,2022-03-05T09:45:00
6088,4.078125,2022-03-05T10:00:00
6089,2.265625,2022-03-05T10:15:00
6090,3.984375,2022-03-05T10:30:00
6091,2.40625,2022-03-05T10:45:00
6092,4.421875,2022-03-05T11:00:00
6093,2.234375,2022-03-05T11:15:00
6094,4.421875,2022-03-05T11:30:00
6095,2.28125,2022-03-05T11:45:00
6096,4.125,2022-03-05T12:00:00
6097,2.28125,2022-03-05T12:15:00
6098,4.703125,2022-03-05T12:30:00
6099,2.296875,2022-03-05T12:45:00
6100,4.203125,2022-03-05T13:00:00
6101,2.03125,2022-03-05T13:15:00
6102,4.09375,2022-03-05T13:30:00
6103,2.171875,2022-03-05T13:45:00
6104,4.03125,2022-03-05T14:00:00
6105,2.125,2022-03-05T14:15:00
6106,4.15625,2022-03-05T14:30:00
6107,2.328125,2022-03-05T14:45:00
6108,4.078125,2022-03-05T15:00:00
6109,2.21875,2022-03-05T15:15:00
6110,4.140625,2022-03-05T15:30:00
6111,2.265625,2022-03-05T15:45:00
6112,4.28125,2022-03-05T16:00:00
6113,2.328125,2022-03-05T16:15:00
6114,4.390625,2022-03-05T16:30:00
6115,2.15625,2022-03-05T16:45:00
6116,4.125,2022-03-05T17:00:00
6117,3.296875,2022-03-05T17:15:00
6118,5.859375,2022-03-05T17:30:00
6119,3.0625,2022-03-05T17:45:00
6120,6.0,2022-03-05T18:00:00
6121,3.0625,2022-03-05T18:15:00
6122,5.59375,2022-03-05T18:30:00
6123,3.34375,2022-03-05T18:45:00
6124,5.6875,2022-03-05T19:00:00
6125,3.03125,2022-03-05T19:15:00
6126,5.890625,2022-03-05T19:30:00
6127,2.90625,2022-03-05T19:45:00
6128,5.8125,2022-03-05T20:00:00
6129,3.1875,2022-03-05T20:15:00
6130,5.921875,2022-03-05T20:30:00
6131,2.875,2022-03-05T20:45:00
6132,5.96875,2022-03-05T21:00:00
6133,3.28125,2022-03-05T21:15:00
6134,5.625,2022-03-05T21:30:00
6135,3.015625,2022-03-05T21:45:00
6136,5.78125,2022-03-05T22:00:00
6137,2.984375,2022-03-05T22:15:00
6138,5.828125,2022-03-05T22:30:00
6139,3.203125,2022-03-05T22:45:00
6140,5.59375,2022-03-05T23:00:00
6141,3.15625,2022-03-05T23:15:00
6142,5.671875,2022-03-05T23:30:00
6143,3.265625,2022-03-05T23:45:00
6144,5.734375,2022-03-06T00:00:00
6145,3.21875,2022-03-06T00:15:00
6146,5.78125,2022-03-06T00:30:00
6147,2.984375,2022-03-06T00:45:00
6148,5.96875,2022-03-06T01:00:00
6149,3.109375,2022-03-06T01:15:00
6150,5.671875,2022-03-06T01:30:00
6151,3.15625,2022-03-06T01:45:00
6152,5.875,2022-03-06T02:00:00
6153,2.90625,2022-03-06T02:15:00
6154,6.03125,2022-03-06T02:30:00
6155,3.0625,2022-03-06T02:45:00
6156,5.65625,2022-03-06T03:00:00
6157,3.09375,2022-03-06T03:15:00
6158,5.796875,2022-03-06T03:30:00
6159,3.015625,2022-03-06T03:45:00
6160,5.859375,2022-03-06T04:00:00
6161,3.109375,2022-03-06T04:15:00
6162,6.0,2022-03-06T04:30:00
6163,3.25,2022-03-06T04:45:00
6164,6.046875,2022-03-06T05:00:00
6165,2.953125,2022-03-06T05:15:00
6166,6.0625,2022-03-06T05:30:00
6167,3.1875,2022-03-06T05:45:00
6168,5.953125,2022-03-06T06:00:00
6169,3.140625,2022-03-06T06:15:00
6170,6.015625,2022-03-06T06:30:00
6171,2.640625,2022-03-06T06:45:00
6172,4.03125,2022-03-06T07:00:00
6173,2.515625,2022-03-06T07:15:00
6174,4.21875,2022-03-06T07:30:00
6175,2.265625,2022-03-06T07:45:00
6176,4.25,2022-03-06T08:00:00
6177,2.453125,2022-03-06T08:15:00
6178,4.203125,2022-03-06T08:30:00
6179,2.5,2022-03-06T08:45:00
6180,4.375,2022-03-06T09:00:00
6181,2.4375,2022-03-06T09:15:00
6182,4.25,2022-03-06T09:30:00
6183,2.328125,2022-03-06T09:45:00
6184,4.296875,2022-03-06T10:00:00
6185,2.453125,2022-03-06T10:15:00
6186,4.375,2022-03-06T10:30:00
6187,2.0625,2022-03-06T10:45:00
6188,4.171875,2022-03-06T11:00:00
6189,2.484375,2022-03-06T11:15:00
6190,4.109375,2022-03-06T11:30:00
6191,2.296875,2022-03-06T11:45:00
6192,4.234375,2022-03-06T12:00:00
6193,2.203125,2022-03-06T12:15:00
6194,4.125,2022-03-06T12:30:00
6195,2.125,2022-03-06T12:45:00
6196,4.484375,2022-03-06T13:00:00
6197,2.3125,2022-03-06T13:15:00
6198,4.25,2022-03-06T13:30:00
6199,2.546875,2022-03-06T13:45:00
6200,4.40625,2022-03-06T14:00:00
6201,2.109375,2022-03-06T14:15:00
6202,3.671875,2022-03-06T14:30:00
6203,2.234375,2022-03-06T14:45:00
6204,3.796875,2022-03-06T15:00:00
6205,2.046875,2022-03-06T15:15:00
6206,4.078125,2022-03-06T15:30:00
6207,2.046875,2022-03-06T15:45:00
6208,3.640625,2022-03-06T16:00:00
6209,2.265625,2022-03-06T16:15:00
6210,3.796875,2022-03-06T16:30:00
6211,2.046875,2022-03-06T16:45:00
6212,4.078125,2022-03-06T17:00:00
6213,3.15625,2022-03-06T17:15:00
6214,5.40625,2022-03-06T17:30:00
6215,2.96875,2022-03-06T17:45:00
6216,5.921875,2022-03-06T18:00:00
6217,3.03125,2022-03-06T18:15:00
6218,5.515625,2022-03-06T18:30:00
6219,3.078125,2022-03-06T18:45:00
6220,5.90625,2022-03-06T19:00:00
6221,2.953125,2022-03-06T19:15:00
6222,5.84375,2022-03-06T19:30:00
6223,2.953125,2022-03-06T19:45:00
6224,5.71875,2022-03-06T20:00:00
6225,3.015625,2022-03-06T20:15:00
6226,5.734375,2022-03-06T20:30:00
6227,3.015625,2022-03-06T20:45:00
6228,5.921875,2022-03-06T21:00:00
6229,2.828125,2022-03-06T21:15:00
6230,5.84375,2022-03-06T21:30:00
6231,3.15625,2022-03-06T21:45:00
6232,5.46875,2022-03-06T22:00:00
6233,3.28125,2022-03-06T22:15:00
6234,5.859375,2022-03-06T22:30:00
6235,2.90625,2022-03-06T22:45:00
6236,5.65625,2022-03-06T23:00:00
6237,3.234375,2022-03-06T23:15:00
6238,5.734375,2022-03-06T23:30:00
6239,3.234375,2022-03-06T23:45:00
6240,6.6875,2022-03-07T00:00:00
6241,3.40625,2022-03-07T00:15:00
6242,6.625,2022-03-07T00:30:00
6243,3.453125,2022-03-07T00:45:00
6244,6.515625,2022-03-07T01:00:00
6245,3.375,2022-03-07T01:15:00
6246,6.578125,2022-03-07T01:30:00
6247,3.65625,2022-03-07T01:45:00
6248,6.71875,2022-03-07T02:00:00
6249,3.625,2022-03-07T02:15:00
6250,6.78125,2022-03-07T02:30:00
6251,3.703125,2022-03-07T02:45:00
6252,7.046875,2022-03-07T03:00:00
6253,3.609375,2022-03-07T03:15:00
6254,6.671875,2022-03-07T03:30:00
6255,3.484375,2022-03-07T03:45:00
6256,6.921875,2022-03-07T04:00:00
6257,3.609375,2022-03-07T04:15:00
6258,6.796875,2022-03-07T04:30:00
6259,3.515625,2022-03-07T04:45:00
6260,6.984375,2022-03-07T05:00:00
6261,3.625,2022-03-07T05:15:00
6262,7.0,2022-03-07T05:30:00
6263,3.765625,2022-03-07T05:45:00
6264,12.109375,2022-03-07T06:00:00
6265,6.9375,2022-03-07T06:15:00
6266,13.390625,2022-03-07T06:30:00
6267,6.328125,2022-03-07T06:45:00
6268,12.140625,2022-03-07T07:00:00
6269,6.265625,2022-03-07T07:15:00
6270,12.03125,2022-03-07T07:30:00
6271,6.296875,2022-03-07T07:45:00
6272,11.453125,2022-03-07T08:00:00
6273,5.796875,2022-03-07T08:15:00
6274,11.453125,2022-03-07T08:30:00
6275,6.09375,2022-03-07T08:45:00
6276,11.5,2022-03-07T09:00:00
6277,5.859375,2022-03-07T09:15:00
6278,11.5,2022-03-07T09:30:00
6279,5.625,2022-03-07T09:45:00
6280,10.734375,2022-03-07T10:00:00
6281,6.0,2022-03-07T10:15:00
6282,10.296875,2022-03-07T10:30:00
6283,5.453125,2022-03-07T10:45:00
6284,10.46875,2022-03-07T11:00:00
6285,5.34375,2022-03-07T11:15:00
6286,10.53125,2022-03-07T11:30:00
6287,5.25,2022-03-07T11:45:00
6288,10.140625,2022-03-07T12:00:00
6289,5.53125,2022-03-07T12:15:00
6290,10.765625,2022-03-07T12:30:00
6291,5.484375,2022-03-07T12:45:00
6292,11.0625,2022-03-07T13:00:00
6293,5.4375,2022-03-07T13:15:00
6294,10.28125,2022-03-07T13:30:00
6295,5.46875,2022-03-07T13:45:00
6296,11.109375,2022-03-07T14:00:00
6297,5.953125,2022-03-07T14:15:00
6298,11.859375,2022-03-07T14:30:00
6299,5.859375,2022-03-07T14:45:00
6300,11.890625,2022-03-07T15:00:00
6301,5.921875,2022-03-07T15:15:00
6302,11.546875,2022-03-07T15:30:00
6303,6.25,2022-03-07T15:45:00
6304,11.484375,2022-03-07T16:00:00
6305,6.015625,2022-03-07T16:15:00
6306,11.765625,2022-03-07T16:30:00
6307,6.0,2022-03-07T16:45:00
6308,11.34375,2022-03-07T17:00:00
6309,6.640625,2022-03-07T17:15:00
6310,12.703125,2022-03-07T17:30:00
6311,6.890625,2022-03-07T17:45:00
6312,13.03125,2022-03-07T18:00:00
6313,6.59375,2022-03-07T18:15:00
6314,12.578125,2022-03-07T18:30:00
6315,6.40625,2022-03-07T18:45:00
6316,8.09375,2022-03-07T19:00:00
6317,3.390625,2022-03-07T19:15:00
6318,5.84375,2022-03-07T19:30:00
6319,3.0625,2022-03-07T19:45:00
6320,5.53125,2022-03-07T20:00:00
6321,3.0,2022-03-07T20:15:00
6322,5.453125,2022-03-07T20:30:00
6323,3.109375,2022-03-07T20:45:00
6324,5.421875,2022-03-07T21:00:00
6325,3.046875,2022-03-07T21:15:00
6326,5.515625,2022-03-07T21:30:00
6327,2.9375,2022-03-07T21:45:00
6328,5.8125,2022-03-07T22:00:00
6329,2.71875,2022-03-07T22:15:00
6330,5.65625,2022-03-07T22:30:00
6331,3.203125,2022-03-07T22:45:00
6332,5.5,2022-03-07T23:00:00
6333,3.140625,2022-03-07T23:15:00
6334,5.625,2022-03-07T23:30:00
6335,2.78125,2022-03-07T23:45:00
6336,5.828125,2022-03-08T00:00:00
6337,2.90625,2022-03-08T00:15:00
6338,5.765625,2022-03-08T00:30:00
6339,3.015625,2022-03-08T00:45:00
6340,5.515625,2022-03-08T01:00:00
6341,3.203125,2022-03-08T01:15:00
6342,5.578125,2022-03-08T01:30:00
6343,3.203125,2022-03-08T01:45:00
6344,5.640625,2022-03-08T02:00:00
6345,3.03125,2022-03-08T02:15:00
6346,5.890625,2022-03-08T02:30:00
6347,3.078125,2022-03-08T02:45:00
6348,6.40625,2022-03-08T03:00:00
6349,3.4375,2022-03-08T03:15:00
6350,6.46875,2022-03-08T03:30:00
6351,3.40625,2022-03-08T03:45:00
6352,6.390625,2022-03-08T04:00:00
6353,3.3125,2022-03-08T04:15:00
6354,6.375,2022-03-08T04:30:00
6355,3.5625,2022-03-08T04:45:00
6356,6.125,2022-03-08T05:00:00
6357,3.5625,2022-03-08T05:15:00
6358,6.0625,2022-03-08T05:30:00
6359,3.296875,2022-03-08T05:45:00
6360,10.640625,2022-03-08T06:00:00
6361,6.734375,2022-03-08T06:15:00
6362,12.640625,2022-03-08T06:30:00
6363,5.734375,2022-03-08T06:45:00
6364,11.984375,2022-03-08T07:00:00
6365,5.921875,2022-03-08T07:15:00
6366,11.1875,2022-03-08T07:30:00
6367,5.78125,2022-03-08T07:45:00
6368,10.9375,2022-03-08T08:00:00
6369,5.25,2022-03-08T08:15:00
6370,10.5,2022-03-08T08:30:00
6371,5.015625,2022-03-08T08:45:00
6372,10.140625,2022-03-08T09:00:00
6373,5.4375,2022-03-08T09:15:00
6374,10.375,2022-03-08T09:30:00
6375,5.421875,2022-03-08T09:45:00
6376,10.390625,2022-03-08T10:00:00
6377,5.3125,2022-03-08T10:15:00
6378,9.84375,2022-03-08T10:30:00
6379,5.234375,2022-03-08T10:45:00
6380,10.046875,2022-03-08T11:00:00
6381,5.09375,2022-03-08T11:15:00
6382,10.390625,2022-03-08T11:30:00
